address,address_short,first_seen_hop,incoming_cell_all_dataset,outgoing_cell_all_dataset,net_cell_all_dataset,total_volume_cell,incoming_edges,outgoing_edges,suggested_review,classification_hint,manual_label,manual_class,notes
0x6131b5fae19ea4f9d964eac0408e4408b66337b5,0x6131b5fa...b66337b5,2,34892.07614816,34892.07614816,-0.0,69784.15229632,4,17,normal review,manual review,,,
0x4347aebb115175460ee815b91de01f30d20f7d6d,0x4347aebb...d20f7d6d,2,32500.10451719,37004.66826213,-4504.56374494,69504.77277932,5,5,normal review,manual review,,,
0x2706d5fe58e7fe2819ebb27b918812d8815f0635,0x2706d5fe...815f0635,4,36108.76372144,32612.41108785,3496.35263359,68721.17480929001,1,2,normal review,manual review,,,
0x22761d91beefe9be31f94b4b6641a3761a48580e,0x22761d91...1a48580e,2,31428.42761496,37025.67395308,-5597.24633812,68454.10156804,2,5,normal review,manual review,,,
0xbafe14bfdd84a7c2167dbde8dd24b6cff5b7af2d,0xbafe14bf...f5b7af2d,2,34150.84731968,34150.84731968,0.0,68301.69463936,2,3,normal review,manual review,,,
0xb11b3f021cd966e70e33e4972fae02db185928fc,0xb11b3f02...185928fc,3,36426.22987721,31426.22987022,5000.00000699,67852.45974743,4,4,normal review,manual review,,,
0x3451b6b219478037a1ac572706627fc2bda1e812,0x3451b6b2...bda1e812,3,33428.32967744,33428.32967744,0.0,66856.65935488,13,9,normal review,manual review,,,
0xc0e956112a5289b2b7b096336dee31335b7f51e1,0xc0e95611...5b7f51e1,2,32971.69027766,32971.69027766,0.0,65943.38055532,4,2,normal review,manual review,,,
0x72e5581230da4dd06bb0e56b8c1994533d1c7192,0x72e55812...3d1c7192,2,32920.61416364,32920.61416364,0.0,65841.22832728,1,1,normal review,manual review,,,
0xe1a626a3ea90d0c23984e90c95ed48fd4dbc8d59,0xe1a626a3...4dbc8d59,3,32915.29507761,32915.29507761,0.0,65830.59015522,2,2,normal review,manual review,,,
0xe826979016f39162ad848e8ffaceaaef7ef63664,0xe8269790...7ef63664,2,32789.86553917,32789.86553917,-0.0,65579.73107834,2,1,normal review,manual review,,,
0x00000000009726632680fb29d3f7a9734e3010e2,0x00000000...4e3010e2,2,32778.72686476,32757.37242573,21.35443903,65536.09929049,14,7,normal review,manual review,,,
0xd65b9a633d8e3dadded457f8b3f8fbb13713b6cd,0xd65b9a63...3713b6cd,1,32574.04242,32574.04242,0.0,65148.08484,1,1,normal review,manual review,,,
0xa37f1d544ae6cc2b6dd3717e6941ed6629e7fa6b,0xa37f1d54...29e7fa6b,2,32508.3207596,32508.3207596,0.0,65016.6415192,4,5,normal review,manual review,,,
0xa9048585166f4f7c4589ade19567bb538035ed36,0xa9048585...8035ed36,4,32381.60907622,32371.92935813,9.67971809,64753.538434350005,3,4,normal review,manual review,,,
0x9b509263e7ba1e0f17037bb7a4e1bf7c30c79de2,0x9b509263...30c79de2,3,32312.0,32312.0,0.0,64624.0,1,1,normal review,manual review,,,
0x4ffeca8df2aee8c9927694b9bf80d53625a61dc5,0x4ffeca8d...25a61dc5,3,32010.53712427,32010.53712427,-0.0,64021.07424854,5,4,normal review,manual review,,,
0xe01368a98db9ab85de5b373c80a5b089d08630d1,0xe01368a9...d08630d1,4,31926.52423125,31926.52423125,0.0,63853.0484625,2,2,normal review,manual review,,,
0x6482e8fb42130b3cce53096bb035ebe79435e2d4,0x6482e8fb...9435e2d4,2,31496.49926598,31496.49926598,0.0,62992.99853196,4,3,normal review,manual review,,,
0x2b045b9b26c578aa79b86a0adf277a28e091d212,0x2b045b9b...e091d212,3,31458.02559026,31458.02559026,0.0,62916.05118052,1,1,normal review,manual review,,,
0x5e3aba5c15c81791acc62c0ccb30942bbf8e4ea4,0x5e3aba5c...bf8e4ea4,4,31458.02559026,31458.02559026,0.0,62916.05118052,1,2,normal review,manual review,,,
0x3bf4f694949205aefec7d05ae26df2ea80c9fc6a,0x3bf4f694...80c9fc6a,2,30907.73527206,30907.73527206,0.0,61815.47054412,4,6,normal review,manual review,,,
0xd8b3b1b185c9a278bd20265c846a5f4c1010cd0f,0xd8b3b1b1...1010cd0f,2,30419.10442975,30419.10442975,-0.0,60838.2088595,2,3,normal review,manual review,,,
0xeeb98573e6f021a4f74287f524a2a968c839bd1d,0xeeb98573...c839bd1d,3,30415.60586377,30415.0,0.60586377,60830.605863770004,3,2,normal review,manual review,,,
0x4eb73ef5599f5f368f45f7493d1c3a80dab313ef,0x4eb73ef5...dab313ef,2,30369.666917,30369.666917,-0.0,60739.333834,1,3,normal review,manual review,,,
0xfd3853aea8cdbfa5576a6ec7bf0b0f2b1a3ccccc,0xfd3853ae...1a3ccccc,1,30000.0,30000.0,0.0,60000.0,1,1,normal review,manual review,,,
0x5149f7e121b8488e46541339b2df6615c1aa3089,0x5149f7e1...c1aa3089,3,29750.80770626,29750.80770626,0.0,59501.61541252,1,7,normal review,manual review,,,
0xaff97a649dd1b7290e0d05a127b1d87cb3629f9d,0xaff97a64...b3629f9d,1,29946.82121604,29441.0,505.82121604,59387.82121604,3,1,normal review,manual review,,,
0x2eeaaf8c22589954fdaf70bf2fa79620208d94e0,0x2eeaaf8c...208d94e0,2,30646.84591553,27509.56127231,3137.28464322,58156.40718784,3,1,normal review,manual review,,,
0xe442906e1382ae9438a33dfb98ef21c2fcba62a4,0xe442906e...fcba62a4,2,28927.67174735,28843.09382079,84.57792655,57770.76556814,3,3,normal review,manual review,,,
0xe1e39ca5453a71e87320ceed4128a5c27051d15a,0xe1e39ca5...7051d15a,2,28763.4033211,28763.4033211,0.0,57526.8066422,2,1,normal review,manual review,,,
0x5f0c2ec4f28d71216363077af39e9e2528120abf,0x5f0c2ec4...28120abf,3,28515.27408465,28515.27408465,0.0,57030.5481693,1,1,normal review,manual review,,,
0x5e350d16fbff89ce944f3ac644bea675471014dc,0x5e350d16...471014dc,4,28515.27408465,28515.27408465,-0.0,57030.5481693,1,5,normal review,manual review,,,
0x5eac0fdee64f9ecb1698307d58a2b2ad3648aef6,0x5eac0fde...3648aef6,2,28397.92630247,28397.92630247,0.0,56795.85260494,2,2,normal review,manual review,,,
0xa75044d50f4d9d08532dd9b30f144ad13f9913d0,0xa75044d5...3f9913d0,3,47893.08574089,8616.0,39277.08574089,56509.08574089,2,4,normal review,manual review,,,
0x5506aab3ebcb313c03929904ad0ac9f82658d5ac,0x5506aab3...2658d5ac,3,28102.8080121,28102.8080121,0.0,56205.6160242,1,2,normal review,manual review,,,
0x1ad6269f8523886f676276d1aa20d907262b6920,0x1ad6269f...262b6920,2,27812.65153611,27812.65153611,0.0,55625.30307222,1,1,normal review,manual review,,,
0xc2d9a505bc758d117b819f5a1db681fbd9037874,0xc2d9a505...d9037874,3,27812.65153611,27812.65153611,-0.0,55625.30307222,1,1,normal review,manual review,,,
0xa15aaf9b9a85652cc7cd7fda9f85e6404b806a50,0xa15aaf9b...4b806a50,3,28065.85476911,27480.47704903,585.37772007,55546.331818139995,4,4,normal review,manual review,,,
0xd9cfab54f1234aeea22b2818ab919866a2809c1c,0xd9cfab54...a2809c1c,3,31856.44131856,23561.18485168,8295.25646688,55417.62617023999,2,3,normal review,manual review,,,
0xe789c5566b53546d46a0af48a4bd3f062d1fefd1,0xe789c556...2d1fefd1,4,27659.94842741,27570.08761148,89.86081593,55230.03603889,13,4,normal review,manual review,,,
0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x68b34658...8665fc45,2,27545.86874869,27545.86874869,0.0,55091.73749738,5,1,normal review,manual review,,,
0x23297db57b6307888b613d72de27bbff7143702b,0x23297db5...7143702b,2,27124.79421078,27124.79421078,0.0,54249.58842156,3,2,normal review,manual review,,,
0x34d1846d74fc408ff3de9576fd1629cca16c6f89,0x34d1846d...a16c6f89,3,27008.97802206,27008.97802206,0.0,54017.95604412,1,2,normal review,manual review,,,
0x47c504753d444a39773595d8228c086de1ef6093,0x47c50475...e1ef6093,3,26981.0,26981.0,0.0,53962.0,1,2,normal review,manual review,,,
0x4920dee907f08e9dbc0d24b89fa8abdf02096252,0x4920dee9...02096252,3,50455.44095139,0,50455.44095139,50455.44095139,1,0,normal review,manual review,,,
0x87cc0a8f172fe2185b65023c8fc1bafdb24cb877,0x87cc0a8f...b24cb877,2,50052.64213046,0,50052.64213046,50052.64213046,2,0,normal review,manual review,,,
0x01af9ff1c8ea75b3401b40bab760d5fe6057ed12,0x01af9ff1...6057ed12,2,25007.86154301,25007.86154301,0.0,50015.72308602,1,1,normal review,manual review,,,
0xafa4be357e23fd4ddaae7f732655bd0f8bf771f6,0xafa4be35...8bf771f6,3,25007.86154301,25007.86154301,0.0,50015.72308602,1,1,normal review,manual review,,,
0x155195f864ecc32096fe99589f2640558ad02e64,0x155195f8...8ad02e64,2,24997.11109736,24997.11109736,-0.0,49994.22219472,2,2,normal review,manual review,,,
0x59f6174ffaa7227478323086473d39d5920ca04f,0x59f6174f...920ca04f,3,37014.08044476,12000.0,25014.08044476,49014.08044476,1,1,normal review,manual review,,,
0x8d8404f8cca4c8834ca3cab1e54887ae47724bee,0x8d8404f8...47724bee,4,24420.78001443,24420.78001443,0.0,48841.56002886,6,5,normal review,manual review,,,
0x7e6ff9dc7fd5d6c30e0525cfd3083bf51c1664b8,0x7e6ff9dc...1c1664b8,3,24323.8596897,24323.8596897,0.0,48647.7193794,2,4,normal review,manual review,,,
0x122a2121a99a0cfc7104cd5eeabe7fffed7f4da1,0x122a2121...ed7f4da1,1,23500.0,25092.59907511,-1592.59907511,48592.59907511,5,6,normal review,manual review,,,
0x42a62e509f544c48018f0cefcf6de2467b43a6ec,0x42a62e50...7b43a6ec,2,24087.83490563,24087.83490563,0.0,48175.66981126,2,1,normal review,manual review,,,
0x97e388ec219369cf5bc402ef8a49911e5db72a48,0x97e388ec...5db72a48,2,23813.33896245,23813.33896245,-0.0,47626.6779249,3,1,normal review,manual review,,,
0x784402c83ae29785be66c0e461656adfa2392d1d,0x784402c8...a2392d1d,3,23498.17076641,23498.17076641,0.0,46996.34153282,1,1,normal review,manual review,,,
0x851d19dfb0034db955c8990a47e462dccb690a30,0x851d19df...cb690a30,2,26373.84459975,20429.66566984,5944.17892991,46803.51026959,4,2,normal review,manual review,,,
0xc158b70abedc94d1cb2d181fd886fc0ca58a4b99,0xc158b70a...a58a4b99,4,23290.92654886,23290.92654886,0.0,46581.85309772,2,3,normal review,manual review,,,
0x728d33b9dbef98da309349744a8e62d48157c703,0x728d33b9...8157c703,2,25651.56738657,20848.93676751,4802.63061906,46500.50415408,3,4,normal review,manual review,,,
0x8fdd31e84e658ae4f7f0acdf9ae5c3333414a19b,0x8fdd31e8...3414a19b,3,23183.74566622,23183.74566622,0.0,46367.49133244,1,1,normal review,manual review,,,
0x2e50a26fe75bd438cc160ad192193cafe12944c7,0x2e50a26f...e12944c7,3,22934.89889985,22934.89889985,-0.0,45869.7977997,2,1,normal review,manual review,,,
0x7f5674bc1cfd438af00dde5a02df3cdc345ead5a,0x7f5674bc...345ead5a,3,22888.27119951,22888.27119951,0.0,45776.54239902,1,1,normal review,manual review,,,
0x5f515f6c524b18ca30f7783fb58dd4be2e9904ec,0x5f515f6c...2e9904ec,2,22528.05242838,22528.05242838,0.0,45056.10485676,4,3,normal review,manual review,,,
0x4842222012901cac4bee961c26d4d0e4e0b77def,0x48422220...e0b77def,3,28593.12235076,16316.97015494,12276.15219582,44910.0925057,2,1,normal review,manual review,,,
0x9a1881f30e620e28d3394ba9ea07c26a9bcc8325,0x9a1881f3...9bcc8325,4,22164.67074557,22164.67074557,0.0,44329.34149114,1,1,normal review,manual review,,,
0xf419575107e55f98338e10da62a70adc31eb8809,0xf4195751...31eb8809,2,44324.19226233,0,44324.19226233,44324.19226233,1,0,normal review,manual review,,,
0xcdf6ad798c509998c3bb82e721276284741d1df1,0xcdf6ad79...741d1df1,3,21811.27698057,21811.27698057,0.0,43622.55396114,2,1,normal review,manual review,,,
0xf8db0dd7cb42b81e373cba5582957166926b120c,0xf8db0dd7...926b120c,4,21680.415582,21680.415582,0.0,43360.831164,2,2,normal review,manual review,,,
0x571e743d43a683e9b2f75009336324581abb5e24,0x571e743d...1abb5e24,2,21545.98572543,21400.26773441,145.71799102,42946.25345984,4,4,normal review,manual review,,,
0x64f91f1ca3dfa18b0c225bd349bb6cc8fb6948b2,0x64f91f1c...fb6948b2,3,21414.39656937,21414.39656937,-0.0,42828.79313874,3,3,normal review,manual review,,,
0xb59c39be65e8a065564cb6f52cded742008a5518,0xb59c39be...008a5518,2,32565.98079639,9814.21036205,22751.77043434,42380.19115844,2,1,normal review,manual review,,,
0x02b16b0a23faa1ffb8fc1a88b887681dffa04a21,0x02b16b0a...ffa04a21,3,21003.92318227,21003.92318227,0.0,42007.84636454,2,1,normal review,manual review,,,
0x38ce123d951bc019bac4abf97848658659dd5ec9,0x38ce123d...59dd5ec9,3,20785.37477515,20785.37477515,0.0,41570.7495503,1,1,normal review,manual review,,,
0xb9421fef328b38217a3717bf91c40ac24028d5d5,0xb9421fef...4028d5d5,2,20743.87045514,20743.87045514,0.0,41487.74091028,2,2,normal review,manual review,,,
0x80ddb2451d9866b9514cb163e81cd21f3969d0a6,0x80ddb245...3969d0a6,2,31327.1673542,10000.0,21327.1673542,41327.1673542,3,1,normal review,manual review,,,
0xf3bf4f74f7b8b011700ebc0f0f5193019c1d2f18,0xf3bf4f74...9c1d2f18,2,20581.23535511,20581.23535511,0.0,41162.47071022,3,3,normal review,manual review,,,
0x78061c5879177b036c1640be577f695b76d2f0f6,0x78061c58...76d2f0f6,3,20489.23741887,20489.23741887,0.0,40978.47483774,1,1,normal review,manual review,,,
0x93cb148cd385926256efe3ad53b9392b507a95ed,0x93cb148c...507a95ed,3,20377.99794807,20377.99794807,0.0,40755.99589614,1,2,normal review,manual review,,,
0x5515de03f84c930cdae230de1e98b658d56975c7,0x5515de03...d56975c7,2,20320.98329358,20320.98329358,0.0,40641.96658716,1,1,normal review,manual review,,,
0xa9dbc2c1aa5f025a93bdd144925c59fe4b72c3e5,0xa9dbc2c1...4b72c3e5,4,14741.9114,25706.48624179,-10964.57484179,40448.39764179,1,1,normal review,manual review,,,
0x6328a92ef87cbf158ece3161c3fb852f427f87f5,0x6328a92e...427f87f5,3,17358.35496019,22864.80867753,-5506.45371734,40223.163637720005,4,3,normal review,manual review,,,
0x44f00f616d905f4dcfe44bcfe124c5dffbda199b,0x44f00f61...fbda199b,4,20070.47381966,20070.47381966,0.0,40140.94763932,1,1,normal review,manual review,,,
0x737c56513162610c646d6c3dd174ed62f98b9405,0x737c5651...f98b9405,2,20037.04998558,20037.04998558,-0.0,40074.09997116,2,2,normal review,manual review,,,
0x4b56c9b8076420d570a83e42ac25f49ad30deded,0x4b56c9b8...d30deded,2,20034.23566991,20034.23566991,0.0,40068.47133982,2,3,normal review,manual review,,,
0x0e277fcc5c1f3e05fe18708fcc16cda7876c3604,0x0e277fcc...876c3604,3,20000.00001177,20000.00001177,0.0,40000.00002354,3,3,normal review,manual review,,,
0x81662c182c17080145548d53799b132acac0e845,0x81662c18...cac0e845,3,20000.0,20000.0,0.0,40000.0,1,1,normal review,manual review,,,
0x14d20a6a5648ad8a203f08cbe494651239d29ec2,0x14d20a6a...39d29ec2,3,19933.96891798,19933.96891798,0.0,39867.93783596,3,2,normal review,manual review,,,
0x908de43b4e965d9c3288ffae1be847c05e4001dc,0x908de43b...5e4001dc,3,19828.7586,19828.7586,0.0,39657.5172,1,1,normal review,manual review,,,
0x65d1273528d39bba1382b1a0a52627d55c4a8978,0x65d12735...5c4a8978,3,19820.97119285,19820.97119285,-0.0,39641.9423857,1,1,normal review,manual review,,,
0xb5dc0a1c9fc1cf334e0d81d773638a277c2ead7d,0xb5dc0a1c...7c2ead7d,2,19756.34753914,19756.34753914,0.0,39512.69507828,2,2,normal review,manual review,,,
0x357f699047d3f64af459861b6cd21cd522fe3053,0x357f6990...22fe3053,2,19510.30474654,19510.30474654,0.0,39020.60949308,2,4,normal review,manual review,,,
0x4056d26c77b3523c965a59035718250864c79f12,0x4056d26c...64c79f12,3,19443.32792088,19443.0,0.32792088,38886.32792088,3,2,normal review,manual review,,,
0x4de0844a14e5f0aebceec4e39b4eb9f9d12a96ba,0x4de0844a...d12a96ba,4,19282.26804785,19282.26804785,0.0,38564.5360957,3,2,normal review,manual review,,,
0xcf7dbb08928dc793fccbae2a9adb96c03ad861a4,0xcf7dbb08...3ad861a4,2,19111.50343709,19111.50343709,0.0,38223.00687418,5,3,normal review,manual review,,,
0x6310f5629bd0a81b50847c0e052679e7edf4006b,0x6310f562...edf4006b,2,18886.87500935,18886.87500935,0.0,37773.7500187,3,3,normal review,manual review,,,
0x052dfb0cb1c8dc0b08f7373505ea9a3163760600,0x052dfb0c...63760600,2,18816.09080708,18816.09080708,0.0,37632.18161416,3,2,normal review,manual review,,,
0xd1a24407c1411e5580abe34336faacccf0a734f4,0xd1a24407...f0a734f4,3,25527.12,11887.15,13639.97,37414.27,2,1,normal review,manual review,,,
0xead050515e10fdb3540ccd6f8236c46790508a76,0xead05051...90508a76,5,18613.75125745,18613.75125745,0.0,37227.5025149,1,1,normal review,manual review,,,
0x5a5703a4afdb6ffab917162b7728ba8f891cf861,0x5a5703a4...891cf861,2,18299.50350957,18299.50350957,-0.0,36599.00701914,5,3,normal review,manual review,,,
0xbd1842fc33e92131f34a1cc856725da36dcea9a5,0xbd1842fc...6dcea9a5,2,17800.00000193,17800.00000193,0.0,35600.00000386,2,1,normal review,manual review,,,
0xa671eb0eaaae498b50a5690715f72102526aec89,0xa671eb0e...526aec89,4,17705.3,17705.3,0.0,35410.6,2,2,normal review,manual review,,,
0x04e69ebaa2c9d42fbc6b990bf2d95faedaf1c80e,0x04e69eba...daf1c80e,1,20106.75,15070.0,5036.75,35176.75,2,3,normal review,manual review,,,
0xc2d79ec3c0d0a47370638f0c65a6f8f6252075fa,0xc2d79ec3...252075fa,2,16524.62465836,18509.48653443,-1984.86187607,35034.111192790006,4,1,normal review,manual review,,,
0xd0571b30b18981f09b1d23f168bcf66bf5b15220,0xd0571b30...f5b15220,2,17478.89493748,17307.64104835,171.25388913,34786.53598583,6,4,normal review,manual review,,,
0xdd3d72c53ff982ff59853da71158bf1538b3ceee,0xdd3d72c5...38b3ceee,3,17915.52450485,16608.58708816,1306.93741669,34524.11159301,23,15,normal review,manual review,,,
0x686d786a4b981df5ad5466eb101ec7fcb212bc28,0x686d786a...b212bc28,2,17259.61086315,17259.61086315,0.0,34519.2217263,2,1,normal review,manual review,,,
0x584553c2c3b596a7b5ee70985ec9bd686d18ba72,0x584553c2...6d18ba72,3,17259.61086315,17259.61086315,0.0,34519.2217263,1,2,normal review,manual review,,,
0x581e3fdfcaf71187f149b6592a2af18980b9d4a8,0x581e3fdf...80b9d4a8,4,17152.38676361,17152.38676361,0.0,34304.77352722,1,2,normal review,manual review,,,
0x6f63cad1cf9b98ae2875df12fe2812d4b32396f9,0x6f63cad1...b32396f9,3,29183.44427147,5045.82181778,24137.62245369,34229.26608925,3,1,normal review,manual review,,,
0xdc09f16db0e9a143912e04636ee855de0851f24f,0xdc09f16d...0851f24f,3,16996.0,16996.0,0.0,33992.0,1,3,normal review,manual review,,,
0x89e03f21434858f4709d5ada9e077a33a9992603,0x89e03f21...a9992603,2,16948.6806678,16948.6806678,0.0,33897.3613356,2,3,normal review,manual review,,,
0x3037db6be2afd39f5ab4006ad2c1cb33ddd5f8c7,0x3037db6b...ddd5f8c7,2,16689.39203577,16689.39203577,0.0,33378.78407154,2,1,normal review,manual review,,,
0x73c8b9991d30946c23e624eea71272c27d1dff43,0x73c8b999...7d1dff43,3,16689.39203577,16689.39203577,0.0,33378.78407154,1,1,normal review,manual review,,,
0x9db9ab89cf0b324317187497bc925eb3a0538805,0x9db9ab89...a0538805,3,16602.14123917,16602.14123917,0.0,33204.28247834,1,1,normal review,manual review,,,
0x040c54aaf9744c6f21633805d584e7a114847e6e,0x040c54aa...14847e6e,3,32925.50601483,0,32925.50601483,32925.50601483,3,0,normal review,manual review,,,
0x55c0390d63a3eca10576db7cfb648ba23aa76598,0x55c0390d...3aa76598,4,16986.81395374,15929.91245407,1056.90149967,32916.72640781,2,4,normal review,manual review,,,
0x78c9db2cd074d581203810f379ef53a56da883ea,0x78c9db2c...6da883ea,4,16336.52374269,16517.75839602,-181.23465334,32854.28213871,21,11,normal review,manual review,,,
0xc22d16182989332357604cc10563e193a14c41a3,0xc22d1618...a14c41a3,4,16342.17116389,16342.17116389,0.0,32684.34232778,2,1,normal review,manual review,,,
0x3605daa3fc6ccf3f5b62e6b417a8ea67aa8080d5,0x3605daa3...aa8080d5,4,16137.68,16137.68,0.0,32275.36,1,1,normal review,manual review,,,
0x21e8c021ef6229e781cbedf738eef4da064ce95c,0x21e8c021...064ce95c,2,16132.26963499,16132.26963499,0.0,32264.53926998,2,2,normal review,manual review,,,
0xa8d786de81531ab556c1532147ac05b74883df3a,0xa8d786de...4883df3a,2,16099.69212414,16099.69212414,0.0,32199.38424828,2,1,normal review,manual review,,,
0xa267f3a4a92531f47811e05e890e977a0fe375b4,0xa267f3a4...0fe375b4,2,16053.97774158,16053.97774158,0.0,32107.95548316,3,1,normal review,manual review,,,
0x5e51328c0583094b76f28cfd532abc3d454fcfea,0x5e51328c...454fcfea,2,15986.93145212,15986.93145212,0.0,31973.86290424,4,4,normal review,manual review,,,
0x956c8bfbd9df135957b7dcbc9f40b6f67788de62,0x956c8bfb...7788de62,2,15953.17387001,15953.17387001,0.0,31906.34774002,3,4,normal review,manual review,,,
0x92b082bb7550d36dba2568af854538298af15fbb,0x92b082bb...8af15fbb,2,21298.69023937,10127.91844067,11170.7717987,31426.60868004,5,1,normal review,manual review,,,
0xd629f35246172f6bcf232f2133bb6b2df61930cb,0xd629f352...f61930cb,4,31334.19584901,0,31334.19584901,31334.19584901,2,0,normal review,manual review,,,
0x7ea1a45f0657d2dbd77839a916ab83112bdb5590,0x7ea1a45f...2bdb5590,3,15462.81176407,15462.81176407,0.0,30925.62352814,1,1,normal review,manual review,,,
0xf031782e92e149364e2de1b1c380e2745a293089,0xf031782e...5a293089,2,15270.22652605,15270.22652605,0.0,30540.4530521,6,5,normal review,manual review,,,
0x71cd50ba682de704fa0010a2da238fddbc958697,0x71cd50ba...bc958697,3,15215.73255352,15215.73255352,0.0,30431.46510704,4,2,normal review,manual review,,,
0xf280a50841b898ab9cc65c517124c038b67416c8,0xf280a508...b67416c8,4,15209.93608002,15209.93608002,0.0,30419.87216004,1,2,normal review,manual review,,,
0x1c6df2e79343292a174f8d8076a993ee791af064,0x1c6df2e7...791af064,3,15101.19829208,15101.19829208,0.0,30202.39658416,3,3,normal review,manual review,,,
0x6befb33df95f68e56db4fd53f276f0fe64f12269,0x6befb33d...64f12269,2,30085.10203344,0,30085.10203344,30085.10203344,2,0,normal review,manual review,,,
0xeb0a671b8f2a345ea8a9cd49348f1117e23e3997,0xeb0a671b...e23e3997,3,15021.74349527,15021.74349527,0.0,30043.48699054,1,1,normal review,manual review,,,
0xc1c66e09bb5f4b9b30674e3a62631898b01cedb2,0xc1c66e09...b01cedb2,3,15000.0,15000.0,0.0,30000.0,1,1,normal review,manual review,,,
0x08041f01a1a6b060e7e4ea5a0130ee6df3734b59,0x08041f01...f3734b59,4,15000.0,15000.0,0.0,30000.0,1,1,normal review,manual review,,,
0xd7210181b85f04bb0d7bdf1e85b9ef4d551463c1,0xd7210181...551463c1,1,30000.0,0,30000.0,30000.0,2,0,normal review,manual review,,,
0xd160c2d12416db6aa3c2b02c5efaa230098070c2,0xd160c2d1...098070c2,3,15472.68633363,14501.18,971.50633363,29973.86633363,2,2,normal review,manual review,,,
0xda3acd82436ed4845834904152d8c005ed4dfed3,0xda3acd82...ed4dfed3,3,14809.80446239,14809.80446239,0.0,29619.60892478,2,3,normal review,manual review,,,
0x7d7c65cc3e5a3562b19750732130aa59c41265d9,0x7d7c65cc...c41265d9,2,14800.0,14800.0,0.0,29600.0,3,3,normal review,manual review,,,
0x3529191e051ca2e3d3e80ba4297394cfd590f525,0x3529191e...d590f525,2,29287.28018861,0,29287.28018861,29287.28018861,1,0,normal review,manual review,,,
0x0a0860bce1350bcf96f5c356a794dd6c3840b951,0x0a0860bc...3840b951,2,16800.0,12300.0,4500.0,29100.0,3,2,normal review,manual review,,,
0x794b769d5c7e4d66d9a8d1da91e9cb7a94bb18e7,0x794b769d...94bb18e7,4,14403.65092353,14403.65092353,0.0,28807.30184706,5,4,normal review,manual review,,,
0x2f0e0efebb9cce5b510e7e31ebf044c173bb886b,0x2f0e0efe...73bb886b,2,14379.76876417,14379.76876417,0.0,28759.53752834,1,3,normal review,manual review,,,
0x6fe26c4d594b23b4d0bd0598cbc01d4538fd667f,0x6fe26c4d...38fd667f,2,14360.05368492,14360.05368492,0.0,28720.10736984,2,2,normal review,manual review,,,
0x496b30f8bf92e4c13d8a414a00794cad1d8b6020,0x496b30f8...1d8b6020,2,25719.13857951,2785.57857951,22933.56,28504.71715902,2,3,normal review,manual review,,,
0x9100fef0def345718a951b8d11fce91a1d8a54a3,0x9100fef0...1d8a54a3,4,14083.64881453,14083.64881453,0.0,28167.29762906,2,3,normal review,manual review,,,
0x119a435051ae5795b77e24e4af600f9cffdfffa3,0x119a4350...ffdfffa3,2,14063.57008109,14063.57008109,0.0,28127.14016218,2,3,normal review,manual review,,,
0xcc81bc9e807b6916c0a0133e9fefc45054258a50,0xcc81bc9e...54258a50,3,13901.41011477,13901.41011477,-0.0,27802.82022954,4,3,normal review,manual review,,,
0xe52785a924e85708d568f1a6ab9e2a7c7fa864e6,0xe52785a9...7fa864e6,3,15873.63660396,11873.63660396,4000.0,27747.27320792,3,2,normal review,manual review,,,
0x070a58bc7c43e5f3b164ed10597a7d9ce8801860,0x070a58bc...e8801860,3,13856.04429253,13856.04429253,0.0,27712.08858506,2,2,normal review,manual review,,,
0x5e17bffad9f5d57bcc17071aec4249c9176a728d,0x5e17bffa...176a728d,2,12059.35570954,15344.85753154,-3285.501822,27404.213241079997,4,3,normal review,manual review,,,
0x966d8c1f61bae657d577077abfbd7d896c09e242,0x966d8c1f...6c09e242,2,13566.30949307,13566.30949307,0.0,27132.61898614,4,1,normal review,manual review,,,
0xbfbd4d49662329279a7f7b3c1016c64de8d52d1a,0xbfbd4d49...e8d52d1a,2,19768.89366459,7085.65414535,12683.23951924,26854.54780994,2,1,normal review,manual review,,,
0x41684b361557e9282e0373ca51260d9331e518c9,0x41684b36...31e518c9,4,14740.28435327,11940.28435327,2800.0,26680.56870654,2,1,normal review,manual review,,,
0x5c1f3a218d29d355974d70b921de040fd6bb167a,0x5c1f3a21...d6bb167a,3,13322.65358168,13322.65358168,0.0,26645.30716336,1,1,normal review,manual review,,,
0x490bd4209a1813b122e4ab463f99e21866f5e412,0x490bd420...66f5e412,5,13282.26804785,13282.26804785,0.0,26564.5360957,1,1,normal review,manual review,,,
0x80d41dbe63fd3ed7516b9273e9b631da71fb9979,0x80d41dbe...71fb9979,2,26278.58954736,0,26278.58954736,26278.58954736,3,0,normal review,manual review,,,
0x1fbcd7b6632d4ab04384ac956cedbcebaa7742eb,0x1fbcd7b6...aa7742eb,2,12899.116159,12899.116159,0.0,25798.232318,4,7,normal review,manual review,,,
0xa176c6b0231b4bd275512ea88736b03e5e380f25,0xa176c6b0...5e380f25,3,25755.42,0,25755.42,25755.42,3,0,normal review,manual review,,,
0x382ffce2287252f930e1c8dc9328dac5bf282ba1,0x382ffce2...bf282ba1,2,13248.28474146,12437.04521367,811.23952779,25685.32995513,161,1,normal review,manual review,,,
0x4e157eaf9487283021252d9a843ca396982bfbd5,0x4e157eaf...982bfbd5,3,12830.1960813,12830.1960813,-0.0,25660.3921626,2,1,normal review,manual review,,,
